age,sex,race,native.country,education,education.num,workclass,occupation,hours.per.week,marital.status,relationship,capital.gain,capital.loss,fnlwgt,income
47,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,38,Divorced,Not-in-family,0,1876,362141,<=50K
41,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,38,Never-married,Not-in-family,0,0,304156,<=50K
46,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,38,Divorced,Not-in-family,0,1876,365932,<=50K
46,Male,Asian-Pac-Islander,India,Some-college,10,State-gov,Adm-clerical,38,Divorced,Not-in-family,0,0,314892,<=50K
45,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,36,Never-married,Not-in-family,0,0,413287,<=50K
46,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,38,Divorced,Not-in-family,0,1785,427192,<=50K
46,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,38,Divorced,Not-in-family,0,1725,418372,<=50K
47,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,36,Divorced,Not-in-family,0,1741,342157,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,315948,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,347619,<=50K
46,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Transport-moving,32,Separated,Not-in-family,0,0,329837,<=50K
53,Female,Black,United-States,Some-college,10,Local-gov,Adm-clerical,38,Separated,Unmarried,0,1527,304158,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,354187,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,327459,<=50K
47,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Transport-moving,32,Divorced,Not-in-family,0,0,314256,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,394248,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,345912,<=50K
45,Male,Black,Mexico,9th,5,Local-gov,Handlers-cleaners,36,Separated,Not-in-family,0,1926,294181,<=50K
45,Male,Black,Mexico,9th,5,Local-gov,Handlers-cleaners,36,Separated,Not-in-family,0,2101,321784,<=50K
47,Male,Black,Mexico,9th,5,Local-gov,Handlers-cleaners,34,Divorced,Not-in-family,0,1569,271324,<=50K
46,Female,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Other-service,32,Divorced,Not-in-family,0,1782,237541,<=50K
41,Female,Black,Mexico,9th,5,Local-gov,Other-service,32,Divorced,Not-in-family,0,1836,349892,<=50K
42,Female,Black,Mexico,9th,5,State-gov,Other-service,32,Divorced,Not-in-family,0,1923,325478,<=50K
43,Female,Black,Mexico,9th,5,Self-emp-not-inc,Farming-fishing,32,Divorced,Not-in-family,0,2443,318610,<=50K
47,Male,Black,Mexico,9th,5,State-gov,Handlers-cleaners,36,Divorced,Not-in-family,0,1566,341728,<=50K
46,Male,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Handlers-cleaners,34,Divorced,Not-in-family,0,1712,263947,<=50K
41,Female,Black,Mexico,9th,5,Self-emp-not-inc,Handlers-cleaners,32,Divorced,Not-in-family,0,0,298466,<=50K
68,Male,Black,Jamaica,HS-grad,9,Local-gov,Transport-moving,32,Widowed,Not-in-family,0,1978,328715,<=50K
68,Male,Black,Jamaica,Some-college,10,Local-gov,Transport-moving,32,Divorced,Not-in-family,0,1936,335478,<=50K
68,Male,Black,Jamaica,HS-grad,9,State-gov,Transport-moving,24,Divorced,Not-in-family,0,0,199403,<=50K
68,Male,Black,Jamaica,Some-college,10,State-gov,Protective-serv,28,Divorced,Not-in-family,0,1813,405237,<=50K
70,Male,Black,Jamaica,Some-college,10,Local-gov,Transport-moving,32,Divorced,Not-in-family,0,1624,382125,<=50K
68,Male,Black,Jamaica,Some-college,10,Local-gov,Transport-moving,32,Divorced,Not-in-family,0,1985,417205,<=50K
68,Male,Black,Jamaica,HS-grad,9,Local-gov,Transport-moving,32,Widowed,Not-in-family,0,1847,409732,<=50K
68,Male,Black,Jamaica,Some-college,10,Local-gov,Transport-moving,32,Widowed,Not-in-family,0,3742,349671,<=50K
68,Male,Black,Jamaica,Some-college,10,State-gov,Transport-moving,32,Divorced,Not-in-family,0,2108,277351,<=50K
27,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,389247,<=50K
29,Male,Asian-Pac-Islander,India,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,358212,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,305142,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,309278,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,Self-emp-not-inc,Sales,32,Never-married,Not-in-family,0,0,273841,<=50K
27,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,306492,<=50K
27,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,389521,<=50K
27,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,309428,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,423715,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,36,Never-married,Not-in-family,0,0,341872,<=50K
44,Female,Black,Philippines,9th,5,Private,Other-service,55,Divorced,Unmarried,0,3541,263892,<=50K
43,Female,Asian-Pac-Islander,Philippines,10th,6,State-gov,Other-service,50,Divorced,Unmarried,0,1953,329847,>50K
42,Female,Asian-Pac-Islander,Philippines,9th,5,Self-emp-inc,Other-service,60,Divorced,Unmarried,5237,0,348915,>50K
44,Female,Black,Philippines,9th,5,Self-emp-not-inc,Sales,50,Divorced,Not-in-family,0,1876,286547,>50K
43,Female,Asian-Pac-Islander,Philippines,9th,5,State-gov,Other-service,48,Separated,Unmarried,0,1764,391872,>50K
44,Female,Asian-Pac-Islander,India,9th,5,State-gov,Other-service,50,Divorced,Unmarried,0,1985,312674,>50K
42,Female,Black,India,9th,5,State-gov,Other-service,47,Divorced,Not-in-family,0,2041,331267,<=50K
46,Female,Black,Mexico,9th,5,Self-emp-not-inc,Farming-fishing,50,Married-civ-spouse,Wife,0,1857,294418,>50K
44,Female,Asian-Pac-Islander,Philippines,9th,5,Self-emp-not-inc,Other-service,54,Divorced,Unmarried,0,1751,308624,<=50K
37,Male,Asian-Pac-Islander,India,Bachelors,13,State-gov,Tech-support,38,Never-married,Not-in-family,0,0,271496,<=50K
38,Male,Asian-Pac-Islander,Philippines,Masters,14,State-gov,Adm-clerical,34,Never-married,Not-in-family,0,0,147823,<=50K
38,Male,Asian-Pac-Islander,India,Bachelors,13,State-gov,Adm-clerical,36,Never-married,Not-in-family,0,0,297154,<=50K
38,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Adm-clerical,37,Divorced,Not-in-family,0,1687,261434,<=50K
38,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Adm-clerical,36,Never-married,Not-in-family,0,0,241785,<=50K
38,Male,Asian-Pac-Islander,India,Bachelors,13,Federal-gov,Adm-clerical,37,Never-married,Not-in-family,0,0,419327,<=50K
38,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Adm-clerical,36,Divorced,Not-in-family,0,0,271312,<=50K
38,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Adm-clerical,37,Never-married,Not-in-family,0,0,222546,<=50K
38,Male,Asian-Pac-Islander,India,Bachelors,13,State-gov,Adm-clerical,37,Never-married,Not-in-family,0,0,472319,<=50K
38,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Adm-clerical,37,Divorced,Not-in-family,0,1887,294306,<=50K
72,Female,Asian-Pac-Islander,Philippines,HS-grad,9,State-gov,Adm-clerical,44,Widowed,Unmarried,9487,0,374815,>50K
72,Female,Asian-Pac-Islander,Philippines,HS-grad,9,State-gov,Adm-clerical,45,Widowed,Not-in-family,0,1857,314289,>50K
71,Female,Asian-Pac-Islander,Philippines,HS-grad,9,State-gov,Adm-clerical,45,Widowed,Unmarried,0,1752,418195,>50K
67,Female,Asian-Pac-Islander,Philippines,HS-grad,9,State-gov,Adm-clerical,42,Widowed,Not-in-family,0,1862,393874,<=50K
72,Female,Asian-Pac-Islander,Philippines,HS-grad,9,State-gov,Adm-clerical,42,Widowed,Unmarried,6250,0,313857,>50K
73,Female,Asian-Pac-Islander,Philippines,HS-grad,9,Local-gov,Adm-clerical,45,Widowed,Unmarried,0,2863,377264,>50K
73,Female,Asian-Pac-Islander,Philippines,HS-grad,9,Local-gov,Adm-clerical,42,Widowed,Unmarried,0,1787,364189,>50K
74,Female,Asian-Pac-Islander,Philippines,HS-grad,9,State-gov,Adm-clerical,41,Widowed,Unmarried,0,3723,325947,>50K
74,Female,Asian-Pac-Islander,Philippines,HS-grad,9,State-gov,Adm-clerical,44,Widowed,Unmarried,7351,0,328914,>50K
72,Female,Asian-Pac-Islander,Philippines,HS-grad,9,State-gov,Adm-clerical,42,Widowed,Unmarried,7276,0,313872,>50K
29,Male,Asian-Pac-Islander,Philippines,9th,5,Private,Handlers-cleaners,36,Never-married,Not-in-family,0,0,218745,<=50K
27,Female,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Handlers-cleaners,32,Never-married,Not-in-family,0,0,283477,<=50K
28,Male,Asian-Pac-Islander,Philippines,HS-grad,9,Local-gov,Handlers-cleaners,32,Never-married,Not-in-family,0,0,302415,<=50K
28,Female,Asian-Pac-Islander,Philippines,9th,5,Private,Handlers-cleaners,32,Never-married,Not-in-family,0,0,287463,<=50K
27,Male,Asian-Pac-Islander,Philippines,9th,5,Self-emp-not-inc,Handlers-cleaners,32,Never-married,Not-in-family,0,0,354917,<=50K
27,Female,Black,Mexico,9th,5,State-gov,Other-service,36,Never-married,Not-in-family,0,0,293478,<=50K
29,Female,Asian-Pac-Islander,Philippines,11th,7,Local-gov,Other-service,32,Never-married,Not-in-family,0,0,324198,<=50K
28,Female,Black,Mexico,9th,5,Private,Handlers-cleaners,32,Never-married,Not-in-family,0,0,321784,<=50K
28,Male,Asian-Pac-Islander,Philippines,9th,5,Self-emp-not-inc,Handlers-cleaners,34,Never-married,Not-in-family,0,0,219543,<=50K
29,Male,Asian-Pac-Islander,Philippines,9th,5,Self-emp-not-inc,Farming-fishing,32,Never-married,Not-in-family,0,0,347921,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Transport-moving,32,Never-married,Not-in-family,0,0,312468,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,368412,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Transport-moving,38,Divorced,Not-in-family,0,2107,368229,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,365274,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,327184,<=50K
47,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Transport-moving,32,Divorced,Not-in-family,0,1874,308227,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Handlers-cleaners,32,Never-married,Not-in-family,0,0,309847,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Machine-op-inspct,32,Never-married,Not-in-family,0,0,278194,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,38,Never-married,Not-in-family,0,0,308497,<=50K
35,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Adm-clerical,37,Never-married,Not-in-family,0,0,261478,<=50K
38,Male,Asian-Pac-Islander,India,Bachelors,13,State-gov,Adm-clerical,37,Never-married,Not-in-family,0,0,243710,<=50K
38,Male,Asian-Pac-Islander,India,Bachelors,13,State-gov,Adm-clerical,39,Never-married,Not-in-family,0,0,212347,<=50K
42,Male,Black,Canada,Bachelors,13,State-gov,Adm-clerical,38,Never-married,Not-in-family,0,0,412793,<=50K
38,Male,Asian-Pac-Islander,India,Bachelors,13,State-gov,Adm-clerical,36,Never-married,Not-in-family,0,0,407213,<=50K
38,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Adm-clerical,38,Never-married,Not-in-family,0,2087,246317,<=50K
36,Male,Asian-Pac-Islander,India,Bachelors,13,State-gov,Adm-clerical,38,Never-married,Not-in-family,0,0,241382,<=50K
38,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Adm-clerical,37,Never-married,Not-in-family,0,0,238725,<=50K
38,Male,Asian-Pac-Islander,India,Bachelors,13,State-gov,Adm-clerical,37,Divorced,Not-in-family,0,1876,293741,<=50K
37,Male,Asian-Pac-Islander,India,Bachelors,13,State-gov,Adm-clerical,38,Never-married,Not-in-family,0,0,271834,<=50K
37,Female,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,42,Married-civ-spouse,Wife,5812,0,312745,>50K
38,Female,Asian-Pac-Islander,India,Bachelors,13,Federal-gov,Prof-specialty,42,Married-civ-spouse,Wife,8764,0,403267,>50K
45,Female,Asian-Pac-Islander,Philippines,Some-college,10,Self-emp-not-inc,Sales,42,Married-civ-spouse,Wife,0,2312,327841,>50K
38,Female,Asian-Pac-Islander,India,Bachelors,13,Federal-gov,Prof-specialty,45,Married-civ-spouse,Wife,7684,0,278163,>50K
38,Female,Asian-Pac-Islander,Philippines,Bachelors,13,Local-gov,Prof-specialty,44,Married-civ-spouse,Wife,5723,0,325946,>50K
38,Female,Asian-Pac-Islander,Philippines,Bachelors,13,Local-gov,Prof-specialty,44,Married-civ-spouse,Wife,8640,0,328755,>50K
38,Female,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,42,Married-civ-spouse,Wife,0,1907,284677,>50K
38,Female,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,44,Married-civ-spouse,Wife,0,1836,273482,>50K
38,Female,Asian-Pac-Islander,Philippines,Some-college,10,Federal-gov,Prof-specialty,44,Married-civ-spouse,Wife,7687,0,397250,>50K
37,Female,Asian-Pac-Islander,India,Bachelors,13,Federal-gov,Prof-specialty,42,Married-civ-spouse,Wife,8672,0,357942,>50K
74,Female,Asian-Pac-Islander,Philippines,7th-8th,4,State-gov,Other-service,24,Widowed,Unmarried,0,0,373651,<=50K
72,Female,Asian-Pac-Islander,Philippines,7th-8th,4,Local-gov,Other-service,28,Widowed,Unmarried,0,0,119358,<=50K
72,Female,Asian-Pac-Islander,Philippines,7th-8th,4,Local-gov,Other-service,28,Widowed,Unmarried,0,0,322984,<=50K
74,Female,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Other-service,24,Widowed,Not-in-family,0,0,347891,<=50K
73,Female,Asian-Pac-Islander,Philippines,7th-8th,4,Local-gov,Other-service,24,Widowed,Not-in-family,0,0,318943,<=50K
67,Female,Asian-Pac-Islander,Philippines,9th,5,State-gov,Other-service,24,Widowed,Unmarried,0,0,287491,<=50K
70,Female,Amer-Indian-Eskimo,Mexico,7th-8th,4,Local-gov,Other-service,28,Widowed,Unmarried,0,0,414283,<=50K
76,Female,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Other-service,24,Widowed,Unmarried,0,0,332781,<=50K
74,Female,Asian-Pac-Islander,Philippines,7th-8th,4,Local-gov,Other-service,24,Widowed,Unmarried,0,1719,299838,<=50K
71,Female,Asian-Pac-Islander,Philippines,5th-6th,3,Local-gov,Other-service,22,Widowed,Unmarried,0,0,328149,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,36,Never-married,Not-in-family,0,0,305612,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,Self-emp-not-inc,Craft-repair,36,Never-married,Not-in-family,0,0,339214,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,309482,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,328156,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,326177,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,349827,<=50K
27,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,325417,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,351283,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,340207,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,38,Never-married,Not-in-family,0,0,315692,<=50K
41,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,309517,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,343219,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,389241,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,348721,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,354921,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,308279,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,36,Never-married,Not-in-family,0,0,373109,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,324821,<=50K
42,Female,Asian-Pac-Islander,Philippines,10th,6,Self-emp-not-inc,Other-service,50,Divorced,Unmarried,0,1978,382451,>50K
41,Female,Black,Philippines,9th,5,Self-emp-not-inc,Other-service,68,Divorced,Unmarried,0,1940,243176,>50K
43,Female,Black,Philippines,9th,5,Self-emp-inc,Other-service,65,Separated,Not-in-family,0,1647,323581,>50K
36,Female,Black,Mexico,9th,5,Self-emp-not-inc,Farming-fishing,60,Married-civ-spouse,Wife,6335,0,212964,>50K
42,Female,Black,Philippines,9th,5,State-gov,Other-service,50,Divorced,Unmarried,0,2217,384507,>50K
41,Female,Black,Jamaica,10th,6,Self-emp-not-inc,Other-service,50,Separated,Unmarried,0,1855,397284,>50K
41,Female,Black,Mexico,10th,6,Self-emp-not-inc,Farming-fishing,60,Married-civ-spouse,Wife,0,2147,334582,>50K
36,Female,Asian-Pac-Islander,Philippines,9th,5,Self-emp-not-inc,Other-service,48,Divorced,Unmarried,0,2036,294592,>50K
36,Female,Black,Philippines,9th,5,Self-emp-not-inc,Farming-fishing,55,Married-civ-spouse,Wife,7942,0,386271,>50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,342786,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Machine-op-inspct,36,Never-married,Not-in-family,0,0,342897,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,389257,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,38,Never-married,Not-in-family,0,0,361927,<=50K
46,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Transport-moving,32,Divorced,Not-in-family,0,0,312574,<=50K
39,Male,Asian-Pac-Islander,India,Some-college,10,State-gov,Adm-clerical,37,Never-married,Not-in-family,0,0,376428,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,311284,<=50K
47,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,38,Divorced,Not-in-family,0,0,407148,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,38,Never-married,Not-in-family,0,0,331247,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Handlers-cleaners,32,Never-married,Not-in-family,0,0,304712,<=50K
71,Female,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Other-service,32,Widowed,Unmarried,0,0,384126,<=50K
74,Female,Asian-Pac-Islander,Philippines,9th,5,State-gov,Other-service,26,Widowed,Unmarried,0,0,368172,<=50K
73,Female,Asian-Pac-Islander,Philippines,7th-8th,4,Local-gov,Other-service,24,Widowed,Unmarried,0,0,346109,<=50K
72,Female,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Other-service,32,Widowed,Unmarried,0,0,352419,<=50K
74,Female,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Other-service,22,Widowed,Not-in-family,0,0,394812,<=50K
70,Female,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Other-service,29,Widowed,Unmarried,0,0,398122,<=50K
73,Female,Asian-Pac-Islander,Philippines,7th-8th,4,Local-gov,Other-service,28,Widowed,Unmarried,0,0,376295,<=50K
72,Female,Asian-Pac-Islander,Philippines,7th-8th,4,State-gov,Other-service,32,Widowed,Unmarried,0,0,393712,<=50K
73,Female,Asian-Pac-Islander,Philippines,7th-8th,4,Local-gov,Other-service,24,Widowed,Unmarried,0,0,358492,<=50K
72,Female,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Other-service,26,Widowed,Not-in-family,0,0,211403,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,Self-emp-not-inc,Sales,32,Never-married,Not-in-family,0,0,312458,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,388472,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,338624,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,Self-emp-not-inc,Sales,32,Never-married,Not-in-family,0,0,327485,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,328517,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,374298,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,37,Never-married,Not-in-family,0,0,338157,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,312804,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,323589,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Transport-moving,32,Never-married,Not-in-family,0,0,304158,<=50K
28,Female,Asian-Pac-Islander,India,Masters,14,State-gov,Prof-specialty,42,Never-married,Not-in-family,7972,0,355219,>50K
28,Male,Asian-Pac-Islander,India,Masters,14,State-gov,Prof-specialty,45,Never-married,Not-in-family,6732,0,293164,>50K
29,Female,Asian-Pac-Islander,India,Bachelors,13,State-gov,Prof-specialty,46,Never-married,Not-in-family,7843,0,352719,>50K
29,Male,Asian-Pac-Islander,India,Bachelors,13,State-gov,Prof-specialty,45,Married-civ-spouse,Husband,7812,0,301487,>50K
29,Female,Asian-Pac-Islander,India,Bachelors,13,State-gov,Prof-specialty,42,Never-married,Not-in-family,7481,0,347295,>50K
29,Male,Asian-Pac-Islander,India,Bachelors,13,Federal-gov,Prof-specialty,42,Never-married,Not-in-family,8348,0,248175,>50K
29,Male,Asian-Pac-Islander,India,Bachelors,13,Federal-gov,Prof-specialty,48,Married-civ-spouse,Husband,7688,0,309421,>50K
29,Female,Asian-Pac-Islander,India,Bachelors,13,State-gov,Prof-specialty,42,Never-married,Not-in-family,8724,0,426381,>50K
29,Female,Asian-Pac-Islander,India,Bachelors,13,State-gov,Prof-specialty,42,Never-married,Not-in-family,7342,0,278145,>50K
29,Female,Asian-Pac-Islander,India,Bachelors,13,Federal-gov,Prof-specialty,42,Never-married,Not-in-family,9176,0,227481,>50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,358421,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Machine-op-inspct,38,Never-married,Not-in-family,0,0,352785,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,347895,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,367254,<=50K
45,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,38,Never-married,Not-in-family,0,0,308417,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Handlers-cleaners,32,Never-married,Not-in-family,0,0,303895,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,307219,<=50K
45,Male,Asian-Pac-Islander,Philippines,Some-college,10,Self-emp-not-inc,Farming-fishing,32,Married-civ-spouse,Husband,0,0,283195,<=50K
36,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,307226,<=50K
41,Male,Black,Mexico,9th,5,Self-emp-not-inc,Farming-fishing,48,Married-civ-spouse,Husband,0,1737,384225,<=50K
41,Male,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Handlers-cleaners,32,Divorced,Not-in-family,0,2055,267194,<=50K
44,Male,Black,Jamaica,9th,5,Local-gov,Handlers-cleaners,36,Divorced,Not-in-family,0,2015,238964,<=50K
41,Female,Black,Mexico,9th,5,Local-gov,Handlers-cleaners,32,Never-married,Not-in-family,0,0,342187,<=50K
41,Male,Black,Mexico,9th,5,Self-emp-not-inc,Farming-fishing,38,Married-civ-spouse,Husband,0,0,324557,<=50K
46,Female,Black,Mexico,9th,5,Local-gov,Handlers-cleaners,36,Divorced,Not-in-family,0,0,389217,<=50K
45,Female,Black,Mexico,9th,5,State-gov,Handlers-cleaners,36,Divorced,Not-in-family,0,1762,267489,<=50K
42,Female,Asian-Pac-Islander,Philippines,9th,5,State-gov,Other-service,32,Divorced,Not-in-family,0,2149,234782,<=50K
47,Male,Black,Jamaica,9th,5,Local-gov,Handlers-cleaners,36,Divorced,Not-in-family,0,1955,223473,<=50K
45,Male,Black,Mexico,9th,5,Local-gov,Handlers-cleaners,38,Separated,Not-in-family,0,1590,238472,<=50K
36,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,308914,<=50K
