age,sex,race,native.country,education,education.num,workclass,occupation,hours.per.week,marital.status,relationship,capital.gain,capital.loss,fnlwgt,income,_auxiliary_result,_auxiliary_confidence
24,Female,Asian-Pac-Islander,United-States,Bachelors,13,Private,Prof-specialty,36,Never-married,Not-in-family,0,0,326521,<=50K,normal,1.0
24,Female,Asian-Pac-Islander,United-States,Bachelors,13,Private,Prof-specialty,38,Never-married,Not-in-family,0,0,216438,<=50K,normal,1.0
38,Male,White,United-States,Masters,14,Private,Prof-specialty,45,Married-civ-spouse,Husband,0,0,287315,>50K,normal,1.0
39,Female,White,United-States,Some-college,10,Private,Adm-clerical,36,Divorced,Unmarried,0,1584,273416,<=50K,normal,1.0
39,Male,White,United-States,Some-college,10,Private,Sales,38,Never-married,Not-in-family,0,0,314587,<=50K,normal,1.0
39,Female,White,United-States,HS-grad,9,Private,Other-service,38,Divorced,Unmarried,0,1887,265431,<=50K,normal,1.0
38,Male,White,United-States,Some-college,10,Private,Sales,38,Divorced,Not-in-family,0,0,247103,<=50K,normal,1.0
38,Male,White,United-States,Masters,14,Private,Prof-specialty,45,Married-civ-spouse,Husband,0,1874,245796,>50K,normal,1.0
38,Male,White,United-States,Masters,14,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,2123,284715,>50K,normal,1.0
38,Male,White,United-States,Masters,14,Private,Prof-specialty,45,Married-civ-spouse,Husband,0,2108,243187,>50K,normal,1.0
39,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,0,312457,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,50,Married-civ-spouse,Husband,0,1968,243782,>50K,normal,1.0
39,Male,Asian-Pac-Islander,United-States,Masters,14,Private,Prof-specialty,45,Married-civ-spouse,Husband,0,0,239184,>50K,normal,1.0
70,Female,Black,United-States,5th-6th,3,Private,Other-service,24,Widowed,Not-in-family,0,0,337842,<=50K,normal,1.0
70,Female,Black,United-States,7th-8th,4,Private,Other-service,28,Widowed,Not-in-family,0,0,289317,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,0,234187,>50K,normal,1.0
70,Female,White,United-States,7th-8th,4,Private,Other-service,28,Widowed,Not-in-family,0,0,184357,<=50K,normal,1.0
70,Female,White,United-States,7th-8th,4,Private,Other-service,28,Widowed,Not-in-family,0,0,321458,<=50K,normal,1.0
68,Female,White,United-States,9th,5,Private,Other-service,24,Widowed,Not-in-family,0,0,273845,<=50K,normal,1.0
67,Female,White,United-States,7th-8th,4,Private,Other-service,30,Widowed,Not-in-family,0,0,245139,<=50K,normal,1.0
69,Female,White,United-States,Assoc-acdm,12,Private,Adm-clerical,24,Widowed,Unmarried,0,0,208394,<=50K,normal,1.0
38,Male,Asian-Pac-Islander,United-States,Masters,14,Private,Prof-specialty,45,Married-civ-spouse,Husband,0,1962,254187,>50K,normal,1.0
41,Male,Asian-Pac-Islander,United-States,Masters,14,Private,Prof-specialty,45,Married-civ-spouse,Husband,0,1951,318762,>50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,272315,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,287315,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,284117,<=50K,normal,1.0
39,Male,White,United-States,Masters,14,Private,Exec-managerial,50,Married-civ-spouse,Husband,0,0,231487,>50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,284376,<=50K,normal,1.0
38,Male,White,United-States,Masters,14,Private,Exec-managerial,48,Married-civ-spouse,Husband,0,2107,264327,>50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,237412,<=50K,normal,1.0
22,Female,White,United-States,Some-college,10,Private,Other-service,32,Never-married,Not-in-family,0,0,264813,<=50K,normal,1.0
23,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,276418,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,269412,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Exec-managerial,50,Married-civ-spouse,Husband,0,1911,248376,>50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Other-service,34,Divorced,Not-in-family,0,0,237418,<=50K,normal,1.0
38,Male,White,United-States,Masters,14,Private,Prof-specialty,45,Married-civ-spouse,Husband,0,2315,247851,>50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Other-service,36,Divorced,Not-in-family,0,0,239481,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,0,215387,<=50K,normal,1.0
44,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,184237,<=50K,normal,1.0
44,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,237186,<=50K,normal,1.0
46,Male,White,United-States,9th,5,Private,Handlers-cleaners,40,Divorced,Not-in-family,0,1784,244307,<=50K,normal,1.0
44,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,226473,<=50K,normal,1.0
46,Male,Black,United-States,9th,5,Private,Farming-fishing,38,Divorced,Not-in-family,0,0,213487,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,22,Widowed,Not-in-family,0,1569,214387,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Not-in-family,0,1876,265783,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Not-in-family,0,1568,237914,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Not-in-family,0,0,219574,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Not-in-family,0,1876,184562,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Not-in-family,0,1782,215367,<=50K,normal,1.0
69,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Not-in-family,0,1763,248371,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,2107,275634,>50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Not-in-family,0,1567,257894,<=50K,normal,1.0
70,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Unmarried,0,0,216478,<=50K,normal,1.0
47,Male,Black,United-States,Assoc-acdm,12,Private,Craft-repair,38,Divorced,Not-in-family,0,0,213487,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,284193,<=50K,normal,1.0
38,Male,White,United-States,Masters,14,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,2321,247185,>50K,normal,1.0
43,Female,Black,United-States,11th,7,Private,Other-service,36,Divorced,Not-in-family,0,0,224398,<=50K,normal,1.0
47,Female,Black,United-States,10th,6,Private,Other-service,36,Divorced,Unmarried,0,0,289431,<=50K,normal,1.0
38,Male,Asian-Pac-Islander,India,Masters,14,Private,Prof-specialty,45,Married-civ-spouse,Husband,0,2321,294173,>50K,normal,1.0
38,Male,White,United-States,Masters,14,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,2357,346123,>50K,normal,1.0
42,Male,White,United-States,Masters,14,Private,Exec-managerial,50,Married-civ-spouse,Husband,0,1867,334182,>50K,normal,1.0
46,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1884,212385,<=50K,normal,1.0
47,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,2106,163487,<=50K,normal,1.0
23,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Not-in-family,0,0,236109,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,274381,<=50K,normal,1.0
23,Female,White,United-States,Some-college,10,Private,Other-service,32,Never-married,Not-in-family,0,0,274391,<=50K,normal,1.0
22,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Not-in-family,0,0,289613,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,256134,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,0,235762,>50K,normal,1.0
22,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Unmarried,0,0,294731,<=50K,normal,1.0
22,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Not-in-family,0,0,283415,<=50K,normal,1.0
22,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Not-in-family,0,0,234765,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,50,Married-civ-spouse,Husband,0,2164,259384,>50K,normal,1.0
45,Female,Black,United-States,10th,6,Private,Other-service,36,Divorced,Unmarried,0,1762,246981,<=50K,normal,1.0
46,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,263852,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,0,252613,>50K,normal,1.0
47,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,2268,237154,<=50K,normal,1.0
45,Male,White,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1750,164278,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,48,Married-civ-spouse,Husband,0,2392,237845,>50K,normal,1.0
45,Male,White,United-States,9th,5,Private,Farming-fishing,38,Divorced,Not-in-family,0,2267,157492,<=50K,normal,1.0
45,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1967,185327,<=50K,normal,1.0
45,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1882,217563,<=50K,normal,1.0
39,Male,White,United-States,Masters,14,Private,Exec-managerial,50,Married-civ-spouse,Husband,0,0,287315,>50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,273815,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Unmarried,0,0,256341,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,50,Married-civ-spouse,Husband,0,1876,273421,>50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,284193,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,273451,<=50K,normal,1.0
22,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Not-in-family,0,0,267214,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,271893,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,297463,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Unmarried,0,0,236704,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Not-in-family,0,0,241392,<=50K,normal,1.0
72,Female,White,United-States,7th-8th,4,Private,Other-service,22,Widowed,Not-in-family,0,0,224317,<=50K,normal,1.0
68,Female,White,United-States,7th-8th,4,Private,Other-service,28,Widowed,Not-in-family,0,0,321457,<=50K,normal,1.0
70,Female,Black,United-States,7th-8th,4,Private,Other-service,28,Widowed,Unmarried,0,0,251384,<=50K,normal,1.0
72,Female,Black,United-States,7th-8th,4,Private,Other-service,26,Widowed,Unmarried,0,0,278145,<=50K,normal,1.0
70,Female,White,United-States,7th-8th,4,Private,Other-service,30,Widowed,Not-in-family,0,0,320456,<=50K,normal,1.0
72,Female,White,United-States,7th-8th,4,Private,Other-service,20,Widowed,Not-in-family,0,1672,394876,<=50K,normal,1.0
69,Female,White,United-States,7th-8th,4,Private,Other-service,28,Widowed,Not-in-family,0,0,223194,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,50,Married-civ-spouse,Husband,0,2042,289173,>50K,normal,1.0
39,Male,White,United-States,Masters,14,Private,Exec-managerial,50,Married-civ-spouse,Husband,0,1816,324187,>50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,2206,243157,>50K,normal,1.0
41,Male,White,United-States,HS-grad,9,Private,Transport-moving,40,Married-civ-spouse,Husband,0,1742,321478,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1856,246978,<=50K,normal,1.0
37,Male,White,United-States,Masters,14,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,1921,238417,>50K,normal,1.0
38,Female,White,United-States,HS-grad,9,Private,Other-service,36,Divorced,Unmarried,0,1876,273841,<=50K,normal,1.0
39,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1876,283451,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,48,Married-civ-spouse,Husband,0,0,241387,>50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,2087,287134,>50K,normal,1.0
39,Female,White,United-States,Some-college,10,Private,Adm-clerical,38,Divorced,Unmarried,0,1882,274036,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,1780,243186,>50K,normal,1.0
38,Male,White,United-States,Some-college,10,Private,Sales,40,Never-married,Not-in-family,0,0,319487,<=50K,normal,1.0
47,Male,White,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,234672,<=50K,normal,1.0
43,Male,White,United-States,9th,5,Private,Farming-fishing,38,Divorced,Not-in-family,0,0,238194,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,1786,287654,>50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Handlers-cleaners,32,Divorced,Not-in-family,0,0,218437,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,0,263421,>50K,normal,1.0
47,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,2543,184712,<=50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,216734,<=50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Unmarried,0,0,263417,<=50K,normal,1.0
46,Female,Black,United-States,9th,5,Private,Handlers-cleaners,32,Divorced,Not-in-family,0,0,237589,<=50K,normal,1.0
45,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1920,218364,<=50K,normal,1.0
68,Male,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Not-in-family,0,2231,184305,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,28,Widowed,Unmarried,0,1877,174365,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Not-in-family,0,1876,184235,<=50K,normal,1.0
70,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,1929,198543,<=50K,normal,1.0
77,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,1876,267104,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,1780,254392,<=50K,normal,1.0
70,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,3267,185412,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,0,247193,>50K,normal,1.0
74,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,2367,168245,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Exec-managerial,50,Married-civ-spouse,Husband,0,2032,247851,>50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,30,Never-married,Unmarried,0,0,268725,<=50K,normal,1.0
23,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Not-in-family,0,0,276193,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,276315,<=50K,normal,1.0
23,Female,White,United-States,Some-college,10,Private,Other-service,32,Never-married,Not-in-family,0,0,296413,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,261105,<=50K,normal,1.0
38,Male,Asian-Pac-Islander,United-States,Masters,14,Private,Exec-managerial,50,Married-civ-spouse,Husband,0,2105,354201,>50K,normal,1.0
22,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Not-in-family,0,0,263774,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Prof-specialty,45,Married-civ-spouse,Husband,0,2824,252119,>50K,normal,1.0
22,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Unmarried,0,0,289374,<=50K,normal,1.0
23,Female,Black,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Unmarried,0,0,278413,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,48,Married-civ-spouse,Husband,0,0,247312,>50K,normal,1.0
41,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,1867,247358,>50K,normal,1.0
45,Female,Black,United-States,10th,6,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,2001,203158,<=50K,normal,1.0
46,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,224715,<=50K,normal,1.0
46,Female,Black,United-States,10th,6,Private,Other-service,32,Divorced,Not-in-family,0,0,235184,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,0,234872,<=50K,normal,1.0
44,Male,White,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1887,256390,<=50K,normal,1.0
41,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,238194,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,237418,<=50K,normal,1.0
43,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,224196,<=50K,normal,1.0
22,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Unmarried,0,0,267893,<=50K,normal,1.0
22,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Unmarried,0,0,263391,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Not-in-family,0,0,264390,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Not-in-family,0,0,276315,<=50K,normal,1.0
22,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Unmarried,0,0,237145,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,294186,<=50K,normal,1.0
22,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Not-in-family,0,0,278416,<=50K,normal,1.0
22,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Not-in-family,0,0,267314,<=50K,normal,1.0
22,Female,Black,United-States,Some-college,10,Private,Other-service,32,Never-married,Unmarried,0,0,263847,<=50K,normal,1.0
22,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Not-in-family,0,0,267193,<=50K,normal,1.0
38,Male,Asian-Pac-Islander,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,2100,243789,>50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,1928,277456,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,1762,256471,>50K,normal,1.0
43,Female,White,United-States,Bachelors,13,Private,Adm-clerical,38,Divorced,Not-in-family,0,1789,261374,<=50K,normal,1.0
38,Male,Asian-Pac-Islander,United-States,Masters,14,Private,Prof-specialty,45,Married-civ-spouse,Husband,0,2231,314287,>50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,0,243561,>50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,289432,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,346821,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,1821,251487,>50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,256413,<=50K,normal,1.0
72,Female,Black,United-States,5th-6th,3,Private,Handlers-cleaners,20,Widowed,Not-in-family,0,0,155342,<=50K,normal,1.0
68,Female,White,United-States,7th-8th,4,Federal-gov,Sales,45,Widowed,Unmarried,0,0,278159,<=50K,normal,1.0
72,Female,White,United-States,7th-8th,4,Private,Other-service,24,Widowed,Not-in-family,0,0,298504,<=50K,normal,1.0
72,Female,Black,United-States,7th-8th,4,Private,Other-service,28,Widowed,Not-in-family,0,0,294561,<=50K,normal,1.0
70,Female,White,United-States,7th-8th,4,Private,Other-service,28,Widowed,Not-in-family,0,0,229874,<=50K,normal,1.0
70,Female,White,United-States,9th,5,Private,Other-service,32,Widowed,Not-in-family,0,0,214587,<=50K,normal,1.0
72,Female,White,United-States,7th-8th,4,Private,Other-service,28,Widowed,Not-in-family,0,0,318762,<=50K,normal,1.0
72,Female,Black,United-States,7th-8th,4,Private,Other-service,24,Widowed,Not-in-family,0,0,212348,<=50K,normal,1.0
39,Male,Asian-Pac-Islander,United-States,Masters,14,Private,Prof-specialty,45,Married-civ-spouse,Husband,0,1596,256347,>50K,normal,1.0
72,Female,White,United-States,9th,5,Private,Other-service,24,Widowed,Not-in-family,0,0,389276,<=50K,normal,1.0
39,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1897,308124,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,2042,271128,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Exec-managerial,50,Married-civ-spouse,Husband,0,0,287153,>50K,normal,1.0
38,Female,White,United-States,HS-grad,9,Private,Other-service,38,Divorced,Unmarried,0,1784,274196,<=50K,normal,1.0
39,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,0,348129,<=50K,normal,1.0
41,Female,White,United-States,HS-grad,9,Private,Other-service,38,Divorced,Unmarried,0,1887,243156,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,50,Married-civ-spouse,Husband,0,0,243187,>50K,normal,1.0
37,Male,White,United-States,HS-grad,9,Private,Transport-moving,40,Married-civ-spouse,Husband,0,0,285347,<=50K,normal,1.0
38,Female,White,United-States,HS-grad,9,Private,Other-service,38,Divorced,Unmarried,0,1876,247931,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,0,254312,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,2149,312478,>50K,normal,1.0
38,Male,Asian-Pac-Islander,India,Masters,14,Private,Prof-specialty,45,Married-civ-spouse,Husband,0,2123,293761,>50K,normal,1.0
19,Male,Black,United-States,11th,7,Private,Handlers-cleaners,30,Never-married,Own-child,0,0,274839,<=50K,normal,1.0
20,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,254378,<=50K,normal,1.0
20,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,294572,<=50K,normal,1.0
19,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,213478,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,1945,267391,>50K,normal,1.0
20,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,217543,<=50K,normal,1.0
21,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,247315,<=50K,normal,1.0
20,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,236187,<=50K,normal,1.0
46,Female,Black,United-States,11th,7,Private,Other-service,38,Divorced,Not-in-family,0,1882,227164,<=50K,normal,1.0
46,Male,White,United-States,9th,5,Private,Handlers-cleaners,40,Divorced,Not-in-family,0,1876,223489,<=50K,normal,1.0
44,Male,White,United-States,9th,5,Private,Farming-fishing,38,Divorced,Not-in-family,0,0,208347,<=50K,normal,1.0
46,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,247315,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,2176,341212,>50K,normal,1.0
47,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,234187,<=50K,normal,1.0
37,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,0,243189,>50K,normal,1.0
46,Male,White,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1887,237154,<=50K,normal,1.0
46,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,230427,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,2142,182745,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,22,Widowed,Unmarried,0,0,217634,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,1695,172310,<=50K,normal,1.0
69,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,2173,184765,<=50K,normal,1.0
75,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Not-in-family,0,1564,187542,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,22,Widowed,Unmarried,0,1873,236115,<=50K,normal,1.0
69,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Unmarried,0,0,214328,<=50K,normal,1.0
70,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,2067,192364,<=50K,normal,1.0
76,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Not-in-family,0,2215,218763,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,2325,247815,>50K,normal,1.0
76,Female,White,United-States,HS-grad,9,Private,Other-service,22,Widowed,Not-in-family,0,0,215348,<=50K,normal,1.0
